q_id,web_list
623,"[18, 807, 1063, 606, 677]"
624,"[18, 807, 480, 884, 1573]"
625,"[807, 1204, 18, 411, 1573]"
626,"[1573, 807, 672, 18, 452]"
627,"[807, 18, 480, 1457, 1574]"
628,"[1574, 18, 1499, 807, 1573]"
629,"[18, 807, 1287, 1204, 111]"
630,"[114, 1897, 1922, 1573, 1147]"
631,"[18, 1896, 1882, 1193, 1574]"
632,"[1573, 649, 18, 1204, 807]"
633,"[18, 160, 1772, 1567, 1861]"
634,"[1573, 807, 1574, 798, 114]"
635,"[1193, 1620, 1574, 1520, 1029]"
636,"[1204, 1092, 807, 18, 662]"
637,"[1389, 18, 1221, 1193, 429]"
638,"[807, 1204, 18, 1574, 1573]"
639,"[1916, 1473, 1302, 1906, 1588]"
640,"[480, 1567, 403, 1574, 18]"
641,"[1618, 1574, 1204, 18, 1929]"
642,"[926, 807, 891, 1204, 1043]"
643,"[793, 126, 4, 794, 1701]"
644,"[406, 407, 114, 1573, 1611]"
645,"[403, 135, 884, 1737, 1729]"
646,"[739, 608, 901, 1186, 1644]"
647,"[18, 927, 1574, 1567, 1917]"
648,"[18, 1567, 807, 1574, 37]"
649,"[1896, 1613, 1607, 1894, 1186]"
650,"[18, 807, 1204, 1573, 662]"
651,"[18, 16, 1884, 561, 1434]"
652,"[1648, 1591, 739, 1882, 735]"
653,"[807, 1573, 1204, 18, 649]"
654,"[807, 18, 1491, 1619, 1204]"
655,"[886, 1574, 1613, 1896, 1894]"
656,"[114, 1573, 807, 116, 1585]"
657,"[1896, 1655, 1188, 1555, 1617]"
658,"[1902, 1884, 1596, 1584, 1900]"
659,"[1557, 1171, 455, 535, 807]"
660,"[114, 1573, 18, 58, 57]"
661,"[403, 884, 18, 1574, 807]"
662,"[1573, 632, 1562, 807, 1194]"
663,"[18, 1573, 807, 649, 1204]"
664,"[901, 1906, 1596, 1588, 1157]"
665,"[1573, 606, 807, 1574, 1204]"
666,"[1603, 1906, 1919, 1920, 1928]"
667,"[1574, 807, 1573, 665, 18]"
668,"[18, 37, 16, 1567, 1573]"
669,"[807, 606, 18, 1679, 1204]"
670,"[18, 807, 403, 1679, 1249]"
671,"[1607, 1186, 1863, 1825, 1250]"
672,"[1574, 1805, 884, 1882, 95]"
673,"[18, 16, 1567, 807, 606]"
674,"[1607, 1186, 368, 398, 1157]"
675,"[1888, 420, 1887, 18, 48]"
676,"[18, 807, 1204, 16, 1573]"
677,"[807, 1204, 18, 662, 798]"
678,"[18, 48, 807, 1204, 1573]"
679,"[1573, 1915, 18, 1204, 114]"
680,"[1896, 1573, 54, 58, 57]"
681,"[807, 649, 1204, 1573, 18]"
682,"[108, 18, 54, 57, 58]"
683,"[807, 18, 1204, 1573, 114]"
684,"[807, 18, 692, 1461, 1204]"
685,"[18, 1574, 51, 37, 1899]"
686,"[18, 1574, 807, 57, 54]"
687,"[807, 18, 1574, 1204, 1249]"
688,"[1194, 1900, 1193, 1902, 1586]"
689,"[992, 1204, 807, 1056, 18]"
690,"[602, 1596, 1583, 792, 1898]"
691,"[1896, 1613, 886, 884, 1587]"
692,"[807, 18, 884, 723, 708]"
693,"[1573, 884, 18, 649, 1204]"
694,"[1434, 807, 1573, 649, 18]"
695,"[1725, 807, 1249, 708, 884]"
696,"[18, 1573, 1930, 349, 135]"
697,"[1574, 1666, 807, 18, 406]"
698,"[1567, 1783, 16, 37, 480]"
699,"[1573, 478, 1924, 1555, 807]"
700,"[1655, 1555, 292, 18, 1722]"
701,"[1896, 368, 1186, 901, 1157]"
702,"[18, 807, 884, 1573, 16]"
703,"[1186, 1602, 1157, 1421, 1863]"
704,"[1680, 1929, 1043, 1592, 407]"
705,"[18, 534, 927, 807, 1574]"
706,"[18, 1573, 480, 1204, 16]"
707,"[216, 218, 807, 57, 54]"
708,"[1607, 901, 1603, 884, 54]"
709,"[1713, 1563, 124, 1533, 1537]"
710,"[807, 18, 1666, 1567, 417]"
711,"[1194, 1574, 1457, 1915, 1249]"
712,"[1567, 1896, 18, 16, 57]"
713,"[884, 135, 349, 58, 54]"
714,"[421, 672, 1547, 1901, 160]"
715,"[1906, 1899, 1588, 1589, 1561]"
716,"[18, 1742, 1567, 1204, 606]"
717,"[18, 807, 57, 54, 58]"
718,"[807, 1573, 114, 18, 1596]"
719,"[1567, 807, 16, 1573, 1204]"
720,"[58, 57, 54, 884, 48]"
721,"[807, 1204, 114, 677, 18]"
722,"[1543, 1713, 1596, 1563, 1544]"
723,"[1567, 18, 807, 1573, 1204]"
724,"[884, 1574, 73, 1670, 57]"
725,"[18, 884, 807, 1607, 1599]"
726,"[349, 58, 57, 54, 884]"
727,"[18, 1544, 807, 41, 33]"
728,"[1896, 1906, 1113, 1589, 1588]"
729,"[807, 606, 18, 16, 1204]"
730,"[1725, 1186, 739, 608, 1863]"
731,"[1607, 901, 1725, 1896, 1186]"
732,"[1072, 108, 891, 623, 58]"
733,"[18, 807, 1574, 567, 1204]"
734,"[807, 1900, 609, 1902, 1544]"
735,"[425, 1666, 407, 406, 1574]"
736,"[1006, 807, 18, 16, 1204]"
737,"[884, 1607, 1573, 401, 1896]"
738,"[1113, 891, 1619, 807, 445]"
739,"[1157, 1906, 372, 135, 1896]"
740,"[807, 582, 798, 401, 649]"
741,"[1896, 1906, 1113, 1588, 1194]"
742,"[807, 18, 1006, 16, 1485]"
743,"[884, 86, 73, 821, 1574]"
744,"[1574, 18, 1892, 807, 1066]"
745,"[1193, 1893, 1066, 886, 1896]"
746,"[1544, 807, 1204, 18, 1900]"
747,"[1896, 368, 18, 1574, 807]"
748,"[18, 891, 609, 807, 478]"
749,"[807, 18, 478, 1574, 1544]"
750,"[1338, 54, 57, 58, 480]"
751,"[1620, 1520, 1193, 1574, 18]"
752,"[807, 18, 1204, 16, 884]"
753,"[1924, 478, 1884, 561, 1573]"
754,"[1573, 18, 807, 339, 1197]"
755,"[884, 54, 58, 57, 821]"
756,"[1896, 1588, 1906, 1783, 677]"
757,"[51, 927, 1574, 847, 18]"
758,"[807, 82, 18, 1717, 1567]"
759,"[18, 407, 406, 37, 1573]"
760,"[1574, 1896, 1194, 18, 1611]"
761,"[1666, 425, 419, 1773, 1520]"
762,"[807, 662, 114, 1573, 1204]"
763,"[478, 1544, 884, 1574, 807]"
764,"[1573, 109, 1611, 1587, 1192]"
765,"[1900, 672, 1915, 1902, 1252]"
766,"[807, 18, 798, 1204, 403]"
767,"[1588, 1906, 1528, 1193, 1561]"
768,"[807, 403, 18, 1574, 1204]"
769,"[930, 160, 1033, 933, 936]"
770,"[349, 18, 1931, 135, 807]"
771,"[473, 807, 18, 1799, 1804]"
772,"[420, 1888, 1902, 124, 1197]"
773,"[1554, 1069, 1542, 1574, 1571]"
774,"[1783, 18, 54, 57, 58]"
775,"[1611, 1601, 643, 688, 624]"
776,"[1612, 425, 1620, 1915, 1574]"
777,"[1530, 1613, 1542, 901, 1574]"
778,"[1607, 1896, 18, 807, 739]"
779,"[1587, 1583, 1584, 911, 1595]"
780,"[1603, 807, 1724, 884, 783]"
781,"[18, 807, 349, 1204, 135]"
782,"[18, 1204, 807, 1573, 1249]"
783,"[807, 480, 18, 37, 1567]"
784,"[807, 401, 18, 1204, 16]"
785,"[18, 1574, 1773, 1423, 492]"
786,"[18, 886, 1666, 257, 807]"
787,"[18, 807, 661, 606, 650]"
788,"[46, 1563, 1596, 1191, 1062]"
789,"[807, 18, 1267, 1204, 1574]"
790,"[1586, 1193, 1040, 1612, 1916]"
791,"[1573, 807, 649, 1884, 114]"
792,"[18, 1204, 807, 1573, 606]"
793,"[1742, 1679, 1567, 807, 18]"
794,"[1028, 612, 1925, 1553, 1036]"
795,"[1896, 18, 368, 623, 1573]"
796,"[1619, 891, 368, 1072, 1794]"
797,"[1573, 807, 1655, 18, 1555]"
798,"[18, 807, 884, 1619, 1204]"
799,"[1567, 16, 18, 403, 807]"
800,"[18, 1588, 1574, 807, 1638]"
801,"[18, 807, 1204, 606, 53]"
802,"[407, 406, 1773, 425, 18]"
803,"[1453, 501, 503, 1404, 868]"
804,"[1861, 1915, 1620, 420, 1778]"
805,"[807, 18, 1666, 1574, 723]"
806,"[1573, 807, 649, 114, 1204]"
807,"[1434, 1461, 1929, 401, 1922]"
808,"[114, 1567, 16, 807, 1573]"
809,"[1204, 18, 807, 54, 58]"
810,"[1070, 1627, 1905, 1587, 1656]"
811,"[1567, 114, 455, 1573, 16]"
812,"[1588, 18, 1488, 1249, 1590]"
813,"[1032, 18, 1573, 1904, 890]"
814,"[18, 1574, 1193, 807, 1573]"
815,"[807, 1574, 927, 1554, 1193]"
816,"[1193, 1052, 1030, 18, 1574]"
817,"[1712, 1747, 863, 865, 899]"
818,"[807, 18, 1006, 16, 1574]"
819,"[1273, 807, 18, 31, 33]"
820,"[18, 927, 1922, 1897, 807]"
821,"[1574, 1915, 807, 927, 18]"
822,"[1279, 258, 1304, 49, 792]"
823,"[692, 16, 18, 677, 606]"
824,"[1677, 18, 1193, 1809, 1573]"
825,"[1587, 1618, 58, 54, 57]"
826,"[1587, 1573, 37, 18, 1204]"
827,"[1574, 1748, 18, 1898, 457]"
828,"[18, 1574, 1592, 807, 1861]"
829,"[1567, 18, 1574, 1193, 807]"
830,"[1567, 1922, 1897, 807, 1587]"
831,"[1589, 1562, 1573, 1884, 1904]"
832,"[1587, 18, 1905, 1627, 1033]"
833,"[1066, 1032, 18, 116, 114]"
834,"[1904, 1589, 1563, 1621, 1625]"
835,"[1068, 1585, 289, 1563, 1589]"
836,"[969, 976, 973, 974, 206]"
837,"[18, 807, 390, 1204, 48]"
838,"[807, 18, 884, 1573, 480]"
839,"[1567, 1587, 331, 18, 1917]"
840,"[1916, 1588, 1574, 1193, 1567]"
841,"[1567, 289, 18, 1907, 1032]"
842,"[1666, 1809, 1053, 1055, 990]"
843,"[1379, 807, 57, 54, 58]"
844,"[18, 807, 1204, 662, 403]"
845,"[1587, 1033, 1896, 1193, 1586]"
846,"[1574, 18, 807, 1584, 1567]"
847,"[807, 1204, 18, 1717, 1679]"
848,"[1573, 1204, 807, 1587, 606]"
849,"[18, 807, 403, 1204, 16]"
850,"[1193, 1033, 1588, 1927, 1629]"
851,"[807, 1573, 1587, 1574, 18]"
852,"[18, 807, 48, 156, 1574]"
853,"[1548, 106, 419, 1603, 1600]"
854,"[638, 1630, 1823, 1829, 160]"
855,"[18, 807, 388, 1054, 114]"
856,"[807, 18, 1204, 1574, 1929]"
857,"[16, 807, 606, 1204, 18]"
858,"[480, 420, 362, 1567, 18]"
859,"[1567, 807, 1679, 1204, 18]"
860,"[1896, 1915, 18, 1574, 43]"
861,"[1567, 403, 480, 18, 807]"
862,"[1612, 1065, 18, 1927, 1597]"
863,"[807, 18, 1204, 606, 1573]"
864,"[807, 1574, 1204, 18, 667]"
865,"[1861, 1574, 807, 160, 1855]"
866,"[1612, 1160, 1519, 1927, 1193]"
867,"[1585, 1593, 1625, 1583, 1622]"
868,"[1924, 478, 1908, 1882, 665]"
869,"[1191, 1904, 18, 1573, 860]"
870,"[1069, 748, 844, 740, 1587]"
871,"[18, 807, 662, 108, 884]"
872,"[1574, 1587, 18, 1629, 1586]"
873,"[425, 353, 1574, 1059, 1176]"
874,"[807, 1204, 18, 16, 927]"
875,"[88, 1898, 1582, 426, 457]"
876,"[18, 1573, 807, 1574, 88]"
877,"[807, 18, 1204, 1573, 649]"
878,"[891, 834, 116, 606, 807]"
879,"[339, 1197, 716, 1655, 1888]"
880,"[1922, 1897, 884, 1573, 1587]"
881,"[18, 1573, 1567, 1204, 1574]"
882,"[1574, 37, 1587, 501, 884]"
883,"[692, 807, 18, 16, 1461]"
884,"[1574, 807, 1573, 18, 1563]"
885,"[1573, 1112, 649, 109, 811]"
886,"[1611, 1594, 1596, 807, 1585]"
887,"[1574, 18, 807, 670, 160]"
888,"[1713, 420, 921, 126, 1926]"
889,"[420, 126, 665, 1701, 1713]"
890,"[18, 496, 1067, 1089, 1032]"
891,"[1193, 18, 1587, 807, 1543]"
892,"[1574, 1567, 37, 1063, 18]"
893,"[18, 807, 16, 1573, 1574]"
894,"[37, 1567, 1679, 807, 1063]"
895,"[1905, 48, 18, 807, 1554]"
896,"[1193, 18, 1587, 807, 1543]"
897,"[1574, 18, 1193, 1666, 1680]"
898,"[1567, 18, 1063, 807, 1882]"
899,"[1191, 1611, 1596, 692, 1622]"
900,"[807, 1574, 18, 1380, 1898]"
901,"[1587, 1905, 1897, 1922, 48]"
902,"[501, 1404, 1204, 1567, 16]"
903,"[18, 807, 1204, 242, 216]"
904,"[807, 18, 1567, 37, 1204]"
905,"[18, 807, 1573, 1204, 606]"
906,"[1905, 1587, 1627, 807, 18]"
907,"[1193, 1809, 933, 1666, 1055]"
908,"[933, 1809, 1846, 1882, 18]"
909,"[1193, 1927, 1612, 1539, 1065]"
910,"[1032, 1916, 1904, 1066, 289]"
911,"[18, 807, 884, 1006, 1204]"
912,"[807, 18, 1892, 606, 1204]"
913,"[222, 1055, 1584, 1047, 1574]"
914,"[18, 606, 1204, 807, 1573]"
915,"[1573, 1574, 807, 1587, 1679]"
916,"[1574, 1204, 1059, 807, 1321]"
917,"[1249, 1512, 1499, 546, 1491]"
918,"[18, 807, 1204, 1573, 1567]"
919,"[18, 1567, 807, 649, 1574]"
920,"[1587, 1613, 1905, 1897, 1922]"
921,"[1574, 1770, 807, 927, 18]"
922,"[1846, 1320, 1855, 403, 18]"
923,"[1193, 1574, 1029, 1025, 160]"
924,"[1588, 500, 18, 494, 807]"
925,"[18, 933, 930, 807, 84]"
926,"[807, 18, 1574, 1204, 1054]"
927,"[1567, 807, 480, 18, 1587]"
928,"[1897, 1922, 1588, 18, 1906]"
929,"[807, 1567, 18, 16, 73]"
930,"[18, 1204, 667, 1567, 1907]"
931,"[1069, 748, 740, 844, 53]"
932,"[1904, 18, 1587, 890, 1589]"
933,"[1612, 1033, 1587, 1927, 1194]"
934,"[1093, 335, 1194, 1266, 1596]"
935,"[18, 807, 1204, 1573, 884]"
936,"[1574, 58, 57, 54, 930]"
937,"[16, 18, 1567, 1249, 1573]"
938,"[1204, 37, 1574, 18, 1043]"
939,"[807, 18, 1204, 1573, 16]"
940,"[1573, 1204, 18, 1567, 1063]"
941,"[1040, 1068, 1249, 1596, 1194]"
942,"[1249, 661, 1574, 18, 58]"
943,"[18, 403, 807, 1567, 1204]"
944,"[276, 271, 270, 216, 1574]"
945,"[1589, 1896, 1889, 1562, 1629]"
946,"[18, 1567, 1574, 807, 1542]"
947,"[933, 930, 1574, 1193, 1635]"
948,"[930, 18, 1574, 58, 57]"
949,"[18, 807, 1574, 160, 647]"
950,"[1904, 1589, 1587, 1573, 1562]"
951,"[1929, 1666, 721, 1574, 1680]"
952,"[18, 807, 16, 403, 639]"
953,"[1587, 1389, 1922, 1897, 18]"
954,"[1884, 1516, 1907, 116, 1555]"
955,"[1907, 1561, 1899, 1560, 1526]"
956,"[1032, 1573, 1194, 1594, 1596]"
957,"[1574, 37, 18, 1585, 1748]"
958,"[649, 807, 659, 884, 635]"
959,"[1907, 1926, 807, 1064, 1589]"
960,"[1612, 1586, 1916, 1538, 1556]"
961,"[16, 1567, 1204, 1573, 18]"
962,"[1643, 18, 807, 1267, 1691]"
963,"[18, 807, 1204, 1573, 16]"
964,"[1172, 1592, 1491, 116, 1897]"
965,"[1924, 478, 1043, 1677, 1304]"
966,"[1603, 18, 425, 407, 406]"
967,"[1573, 807, 18, 1204, 1574]"
968,"[1619, 891, 1557, 807, 18]"
969,"[1552, 1553, 1543, 1542, 1489]"
970,"[1574, 478, 807, 1204, 1194]"
971,"[1611, 1583, 1194, 905, 1882]"
972,"[18, 807, 1349, 893, 1573]"
973,"[1922, 1897, 1905, 1627, 1587]"
974,"[807, 407, 406, 1548, 1540]"
975,"[1204, 18, 1574, 1043, 807]"
976,"[1249, 16, 1304, 556, 1744]"
977,"[256, 807, 1574, 218, 1204]"
978,"[692, 18, 1191, 1573, 1192]"
979,"[255, 990, 1809, 260, 1053]"
980,"[1666, 731, 1053, 1004, 1002]"
981,"[37, 1567, 1574, 1389, 933]"
982,"[807, 1204, 606, 18, 16]"
983,"[1924, 1916, 1194, 478, 18]"
984,"[18, 1204, 1929, 1574, 534]"
985,"[18, 1193, 1563, 1567, 1589]"
986,"[18, 1922, 1897, 1899, 1193]"
987,"[18, 16, 723, 1691, 51]"
988,"[339, 1700, 1559, 1516, 1587]"
989,"[542, 18, 1513, 594, 1204]"
990,"[1191, 18, 1574, 1573, 807]"
991,"[18, 1567, 1574, 37, 1063]"
992,"[419, 1588, 1596, 1926, 106]"
993,"[1666, 408, 1574, 84, 721]"
994,"[1742, 1204, 1723, 18, 480]"
995,"[1574, 1926, 1064, 1929, 420]"
996,"[18, 807, 37, 1204, 1567]"
997,"[1587, 1567, 18, 807, 1611]"
998,"[1589, 1573, 1922, 1897, 124]"
999,"[1770, 1888, 665, 420, 1887]"
1000,"[565, 1514, 18, 1063, 1567]"
1001,"[1897, 1922, 1587, 1249, 1611]"
1002,"[18, 1574, 1567, 37, 606]"
1003,"[1567, 18, 807, 403, 1574]"
1004,"[1809, 1863, 927, 115, 1194]"
1005,"[18, 84, 933, 1325, 807]"
1006,"[542, 1513, 16, 1249, 1204]"
1007,"[18, 807, 661, 1573, 1567]"
1008,"[18, 807, 1574, 884, 1573]"
1009,"[57, 58, 54, 807, 884]"
1010,"[18, 1160, 1891, 1567, 807]"
1011,"[1567, 884, 37, 18, 1574]"
1012,"[692, 390, 1601, 1191, 116]"
1013,"[1574, 18, 1882, 1587, 37]"
1014,"[927, 1809, 1193, 1574, 933]"
1015,"[1905, 1613, 1627, 1615, 1069]"
1016,"[807, 1611, 1897, 1922, 18]"
1017,"[1846, 1929, 1045, 18, 1861]"
1018,"[1587, 1627, 1554, 1611, 1065]"
1019,"[1567, 807, 18, 1204, 16]"
1020,"[18, 1573, 807, 565, 1504]"
1021,"[1567, 18, 1896, 1573, 114]"
1022,"[1593, 1596, 1583, 1594, 1585]"
1023,"[807, 43, 18, 1573, 1904]"
1024,"[18, 73, 807, 1267, 1573]"
1025,"[606, 18, 16, 44, 807]"
1026,"[18, 1643, 1267, 807, 1532]"
1027,"[1193, 1040, 425, 1033, 1041]"
1028,"[635, 649, 807, 784, 606]"
1029,"[1929, 1054, 807, 1574, 18]"
1030,"[807, 18, 1204, 403, 1574]"
1031,"[1928, 1279, 18, 449, 1267]"
1032,"[18, 677, 1573, 54, 57]"
1033,"[1603, 421, 1926, 1596, 1936]"
1034,"[807, 1924, 54, 58, 57]"
1035,"[1701, 648, 656, 94, 657]"
1036,"[1612, 1069, 1613, 1574, 18]"
1037,"[1193, 1778, 18, 1607, 1574]"
1038,"[1573, 18, 1673, 677, 1611]"
1039,"[807, 18, 445, 41, 1204]"
1040,"[420, 1574, 1778, 18, 1902]"
1041,"[807, 18, 1574, 1204, 1267]"
1042,"[443, 1574, 403, 565, 555]"
1043,"[1052, 1574, 1030, 480, 18]"
1044,"[18, 1573, 1204, 807, 667]"
1045,"[417, 807, 411, 412, 1239]"
1046,"[18, 1592, 1929, 1590, 903]"
1047,"[478, 37, 807, 480, 18]"
1048,"[602, 1701, 807, 1194, 749]"
1049,"[807, 884, 1574, 53, 18]"
1050,"[1611, 1596, 54, 58, 57]"
1051,"[1916, 1194, 1677, 1587, 670]"
1052,"[403, 807, 18, 1574, 1204]"
1053,"[1700, 807, 656, 1573, 18]"
1054,"[18, 807, 1204, 1404, 1457]"
1055,"[1567, 1063, 807, 18, 16]"
1056,"[597, 590, 1567, 593, 599]"
1057,"[1040, 1891, 1455, 1219, 1326]"
1058,"[1573, 18, 807, 884, 1574]"
1059,"[1491, 18, 16, 807, 1567]"
1060,"[1904, 289, 1562, 1067, 1889]"
1061,"[18, 807, 478, 1204, 1574]"
1062,"[1594, 1596, 683, 1563, 1593]"
1063,"[1905, 1612, 1587, 1627, 1615]"
1064,"[1548, 419, 106, 1600, 1522]"
1065,"[1855, 18, 1038, 1332, 1919]"
1066,"[1927, 1065, 1193, 1629, 872]"
1067,"[1249, 1915, 18, 807, 1574]"
1068,"[807, 403, 18, 1204, 1574]"
1069,"[1204, 18, 1573, 807, 114]"
1070,"[1193, 1554, 1905, 1534, 1033]"
1071,"[1574, 807, 1929, 18, 54]"
1072,"[1904, 18, 1573, 1589, 48]"
1073,"[1573, 1629, 1588, 1589, 1542]"
1074,"[18, 1574, 1204, 37, 1625]"
1075,"[807, 1204, 18, 1573, 1924]"
1076,"[1846, 1320, 18, 1855, 807]"
1077,"[16, 43, 18, 1573, 1567]"
1078,"[1574, 18, 1160, 1916, 54]"
1079,"[18, 667, 1204, 807, 1573]"
1080,"[1249, 1574, 403, 1344, 419]"
1081,"[1030, 1149, 1929, 1025, 419]"
1082,"[807, 649, 884, 18, 1574]"
1083,"[1193, 1587, 18, 1897, 1922]"
1084,"[1900, 807, 1574, 1611, 480]"
1085,"[1404, 807, 500, 1219, 544]"
1086,"[1589, 1629, 1562, 1904, 1563]"
1087,"[1562, 1531, 1724, 18, 1194]"
1088,"[18, 1783, 48, 1613, 807]"
1089,"[1592, 1666, 1574, 18, 1591]"
1090,"[927, 160, 18, 1574, 1194]"
1091,"[468, 1267, 46, 809, 807]"
1092,"[593, 1624, 1596, 1584, 1658]"
1093,"[1006, 1574, 541, 886, 18]"
1094,"[688, 708, 18, 807, 884]"
1095,"[1929, 1029, 425, 171, 807]"
1096,"[1567, 43, 501, 37, 16]"
1097,"[160, 18, 1573, 1588, 1574]"
1098,"[1437, 1215, 1328, 1451, 1367]"
1099,"[807, 1778, 1563, 1751, 1805]"
1100,"[1656, 18, 1618, 1574, 1208]"
1101,"[1809, 1666, 1193, 1055, 933]"
1102,"[1896, 1589, 1563, 1629, 1904]"
1103,"[1562, 1554, 1532, 1622, 1624]"
1104,"[448, 1267, 1293, 792, 1582]"
1105,"[1900, 1543, 18, 807, 160]"
1106,"[1899, 106, 1589, 1596, 1916]"
1107,"[1193, 18, 1612, 1587, 1554]"
1108,"[18, 807, 1603, 1573, 33]"
1109,"[18, 1204, 807, 606, 16]"
1110,"[1491, 18, 540, 807, 496]"
1111,"[1067, 289, 1562, 884, 18]"
1112,"[708, 425, 884, 679, 1586]"
1113,"[807, 16, 1063, 1567, 18]"
1114,"[18, 807, 1204, 403, 1573]"
1115,"[1567, 18, 37, 807, 1574]"
1116,"[1573, 807, 48, 18, 1204]"
1117,"[1897, 1922, 1618, 1929, 1193]"
1118,"[1304, 1677, 1255, 1417, 1421]"
1119,"[16, 18, 606, 807, 677]"
1120,"[1612, 1620, 1927, 1065, 1193]"
1121,"[112, 557, 121, 1533, 1629]"
1122,"[807, 1573, 108, 1926, 1204]"
1123,"[1874, 426, 905, 457, 1380]"
1124,"[18, 1204, 1573, 807, 1574]"
1125,"[18, 1325, 1323, 807, 58]"
1126,"[18, 807, 1204, 632, 16]"
1127,"[1905, 1613, 1627, 1069, 1587]"
1128,"[1612, 1927, 1625, 95, 1574]"
1129,"[18, 807, 1573, 1204, 1574]"
1130,"[1573, 1587, 18, 1574, 807]"
1131,"[18, 807, 721, 510, 408]"
1132,"[1193, 1932, 1917, 1666, 1931]"
1133,"[1902, 420, 667, 1778, 1573]"
1134,"[807, 1596, 1517, 1593, 1584]"
1135,"[1573, 18, 807, 1267, 697]"
1136,"[109, 1521, 46, 1112, 811]"
1137,"[903, 18, 1666, 1043, 1592]"
1138,"[18, 1574, 1587, 807, 884]"
1139,"[73, 1087, 1267, 315, 550]"
1140,"[1567, 18, 43, 16, 807]"
1141,"[18, 95, 807, 1573, 37]"
1142,"[1588, 1052, 1030, 1574, 1193]"
1143,"[1701, 811, 46, 1552, 1543]"
1144,"[1770, 1428, 18, 807, 710]"
1145,"[18, 807, 1389, 561, 1574]"
1146,"[807, 1204, 18, 662, 16]"
1147,"[1573, 18, 1574, 344, 339]"
1148,"[18, 1054, 807, 1204, 1043]"
1149,"[57, 54, 58, 1032, 717]"
1150,"[18, 403, 807, 480, 1567]"
1151,"[468, 809, 1266, 111, 1778]"
1152,"[18, 1204, 807, 1573, 1904]"
1153,"[425, 807, 1574, 1900, 884]"
1154,"[18, 807, 1204, 16, 1573]"
1155,"[807, 18, 1204, 16, 401]"
1156,"[18, 1929, 903, 1592, 1590]"
1157,"[1193, 18, 1574, 807, 1809]"
1158,"[18, 807, 1204, 1573, 662]"
1159,"[406, 407, 18, 116, 606]"
1160,"[692, 18, 807, 16, 1204]"
1161,"[1193, 1574, 1612, 1033, 1587]"
1162,"[807, 1204, 1567, 18, 1573]"
1163,"[1194, 1563, 18, 1574, 1907]"
1164,"[1033, 1554, 1193, 1040, 1586]"
1165,"[420, 921, 1863, 1809, 156]"
1166,"[261, 242, 240, 18, 1003]"
1167,"[807, 18, 1204, 403, 16]"
1168,"[18, 1666, 1055, 1574, 933]"
1169,"[18, 1574, 1584, 807, 1915]"
1170,"[1924, 478, 632, 1304, 1123]"
1171,"[18, 1573, 51, 1574, 807]"
1172,"[1032, 18, 807, 1532, 1562]"
1173,"[113, 1905, 1627, 1193, 1618]"
1174,"[425, 1924, 1893, 1934, 1573]"
1175,"[18, 1929, 1043, 407, 1666]"
1176,"[807, 18, 884, 1204, 1573]"
1177,"[18, 689, 1641, 110, 807]"
1178,"[692, 1461, 1481, 18, 16]"
1179,"[18, 1574, 1573, 1691, 1809]"
1180,"[18, 807, 1204, 114, 1006]"
1181,"[18, 408, 1323, 930, 933]"
1182,"[1700, 1887, 1713, 420, 1197]"
1183,"[1267, 448, 1272, 533, 457]"
1184,"[807, 18, 1574, 665, 1573]"
1185,"[18, 336, 807, 662, 1573]"
1186,"[1629, 1589, 1040, 1538, 1193]"
1187,"[1042, 1054, 723, 1064, 1926]"
1188,"[807, 1204, 18, 1567, 1573]"
1189,"[18, 1588, 807, 1917, 1574]"
1190,"[18, 1778, 1495, 1204, 1574]"
1191,"[927, 160, 670, 156, 1033]"
1192,"[1896, 1906, 1588, 1629, 1539]"
1193,"[1567, 37, 18, 807, 1574]"
1194,"[807, 1573, 18, 1584, 1611]"
1195,"[807, 1575, 1567, 1204, 1742]"
1196,"[807, 1204, 18, 446, 1573]"
1197,"[1193, 1907, 1897, 1922, 1561]"
1198,"[1064, 1574, 1573, 1915, 18]"
1199,"[1596, 1621, 1563, 1594, 1194]"
1200,"[1889, 1567, 1896, 1904, 18]"
1201,"[807, 18, 1204, 541, 1567]"
1202,"[18, 807, 57, 58, 54]"
1203,"[18, 927, 16, 1573, 1922]"
1204,"[1904, 1589, 1573, 18, 1562]"
1205,"[18, 1573, 807, 606, 1204]"
1206,"[1029, 1358, 1898, 1582, 533]"
1207,"[1484, 18, 508, 501, 505]"
1208,"[18, 807, 1574, 639, 649]"
1209,"[1587, 1905, 1627, 48, 927]"
1210,"[807, 16, 1567, 18, 1679]"
1211,"[1904, 1884, 1532, 1562, 1589]"
1212,"[1615, 1905, 1627, 1922, 1897]"
1213,"[258, 1127, 1696, 321, 1713]"
1214,"[1573, 18, 807, 388, 1574]"
1215,"[1574, 1929, 1666, 1698, 1697]"
1216,"[18, 1052, 1591, 930, 933]"
1217,"[1249, 46, 407, 406, 1536]"
1218,"[1643, 446, 1778, 460, 1193]"
1219,"[18, 1194, 1894, 1574, 678]"
1220,"[1610, 112, 45, 1656, 811]"
1221,"[807, 1573, 677, 18, 1204]"
1222,"[37, 1567, 1193, 18, 1574]"
1223,"[1904, 1589, 1532, 1191, 1562]"
1224,"[1249, 1567, 480, 606, 43]"
1225,"[289, 1067, 18, 1562, 807]"
1226,"[1713, 1887, 420, 1888, 1885]"
1227,"[18, 72, 1931, 1917, 51]"
1228,"[933, 1670, 1809, 927, 930]"
1229,"[1521, 1614, 807, 16, 18]"
